df,Seed,Model,Epsilon,Test Index,Attack Name,True Y,Original Y Pred,Attacked Y Pred,Attacked AE,Original AE,Max Per,Sum Per,Cost Time,Window Range,Adv Example,
Electricity,2210,CNN,0.1,0,FGSM,0.6725835204124451,0.6589270234107971,0.657280445098877,0.015303075313568115,0.01365649700164795,0.04500025510787964,0.23521214723587036,0.26212596893310547,[0.04901205003261566; 0.08901553601026535; 0.4500024914741516],[[[0.6467243432998657; 0.13828100264072418; 0.26265963912010193]; [0.6723282933235168; 0.14237971603870392; 0.3999607563018799]; [0.6833108067512512; 0.04435016214847565; 0.7154716849327087]; [0.6859339475631714; 0.053364187479019165; 0.7126621603965759]]],
Electricity,2210,CNN,0.1,1,FGSM,0.9103538393974304,0.9062435626983643,0.907081663608551,0.0032721757888793945,0.004110276699066162,0.044276922941207886,0.24340444803237915,0.0030012130737304688,[0.44276919960975647; 0.14444103837013245; 0.02130110375583172],[[[0.8981605172157288; 0.08249148726463318; 0.04023421183228493]; [0.8716779947280884; 0.05357595533132553; 0.018933109939098358]; [0.6874628663063049; 0.16912879049777985; 0.0349540077149868]; [0.4553913176059723; 0.14276836812496185; 0.037951353937387466]]],
Electricity,2210,CNN,0.1,2,FGSM,0.24582427740097046,0.23221799731254578,0.23309314250946045,0.01273113489151001,0.013606280088424683,0.029896676540374756,0.2991575598716736,0.0031473636627197266,[0.29896682500839233; 0.2935175597667694; 0.155409574508667],[[[0.6373908519744873; 0.4627368450164795; 0.3912900984287262]; [0.6182166337966919; 0.42192304134368896; 0.395661324262619]; [0.6791820526123047; 0.5929701924324036; 0.3511877655982971]; [0.33842402696609497; 0.35815614461898804; 0.24025174975395203]]],
Electricity,2210,CNN,0.1,3,FGSM,0.8914821147918701,0.8944395184516907,0.8921309113502502,0.000648796558380127,0.0029574036598205566,0.044501304626464844,0.31624001264572144,0.003138303756713867,[0.4450129568576813; 0.3348195254802704; 0.010767407715320587],[[[0.5512554049491882; 0.4670441746711731; 0.18319617211818695]; [0.4058838486671448; 0.541878879070282; 0.17718228697776794]; [0.8216744065284729; 0.14009541273117065; 0.1702752709388733]; [0.9398993849754333; 0.2374010980129242; 0.17707794904708862]]],
Electricity,2210,CNN,0.1,4,FGSM,0.85721355676651,0.7662653923034668,0.7731098532676697,0.08410370349884033,0.09094816446304321,0.03874748945236206,0.1983906328678131,0.003000497817993164,[0.021519480273127556; 0.38747474551200867; 0.08698228746652603],[[[0.8604790568351746; 0.7592583298683167; 0.05026960372924805]; [0.8819985389709473; 0.5220360159873962; 0.059868454933166504]; [0.8785300254821777; 0.3729426860809326; 0.047302305698394775]; [0.8641886711120605; 0.3717835545539856; 0.1168881356716156]]],
Electricity,2210,CNN,0.1,5,FGSM,0.49215054512023926,0.6997048854827881,0.7013344168663025,0.20918387174606323,0.20755434036254883,0.03714701533317566,0.31964194774627686,0.0025539398193359375,[0.34533074498176575; 0.371470183134079; 0.08230388909578323],[[[0.3544575870037079; 0.26836541295051575; 0.2369292825460434]; [0.4888252019882202; 0.4677952229976654; 0.15462538599967957]; [0.6997883319854736; 0.43998587131500244; 0.19850383698940277]; [0.7650031447410583; 0.09632505476474762; 0.21186375617980957]]],
Electricity,2210,CNN,0.1,6,FGSM,0.9123035073280334,0.938068151473999,0.9366869330406189,0.02438342571258545,0.025764644145965576,0.04795360565185547,0.3399524390697479,0.0020008087158203125,[0.47953590750694275; 0.3076813220977783; 0.06266380846500397],[[[0.4801008701324463; 0.19995474815368652; 0.11545957624912262]; [0.38911229372024536; 0.3827352225780487; 0.09117447584867477]; [0.8004729151725769; 0.15149585902690887; 0.09735113382339478]; [0.9645553827285767; 0.4591771960258484; 0.15383829176425934]]],
Electricity,2210,CNN,0.1,7,FGSM,0.8356608152389526,0.8229103088378906,0.8242551684379578,0.011405646800994873,0.012750506401062012,0.044535040855407715,0.34993237257003784,0.003000497817993164,[0.4453504681587219; 0.21588939428329468; 0.21359114348888397],[[[0.43686285614967346; 0.23790283501148224; 0.394392192363739]; [0.749732255935669; 0.2897188067436218; 0.4966616928577423]; [0.8795118927955627; 0.15926000475883484; 0.44901716709136963]; [0.7931432127952576; 0.07382939755916595; 0.28307053446769714]]],
Electricity,2210,CNN,0.1,8,FGSM,0.6037060022354126,0.3815251588821411,0.3825412690639496,0.221164733171463,0.22218084335327148,0.028719216585159302,0.2422475814819336,0.00400090217590332,[0.28719213604927063; 0.15599554777145386; 0.16243134438991547],[[[0.7674645185470581; 0.09124055504798889; 0.5580649375915527]; [0.7525330781936646; 0.2421065866947174; 0.6270843744277954]; [0.7587131261825562; 0.11071071773767471; 0.5154960751533508]; [0.4802723824977875; 0.08611105382442474; 0.4646530747413635]]],
Electricity,2210,CNN,0.1,9,FGSM,0.6438137292861938,0.5538175106048584,0.5499666929244995,0.09384703636169434,0.08999621868133545,0.03592362999916077,0.17273490130901337,0.0030052661895751953,[0.019352447241544724; 0.3592362105846405; 0.053248584270477295],[[[0.6968488097190857; 0.141353577375412; 0.019080430269241333]; [0.685674786567688; 0.17082291841506958; 0.06086130812764168]; [0.7050272822380066; 0.1969754695892334; 0.04238894581794739]; [0.6917982697486877; 0.572437047958374; 0.06167929992079735]]],
Electricity,2210,CNN,0.1,10,FGSM,0.6396752595901489,0.5282161831855774,0.5254846215248108,0.11419063806533813,0.11145907640457153,0.022599875926971436,0.1489410698413849,0.002883434295654297,[0.03958960622549057; 0.10676448047161102; 0.22599869966506958],[[[0.647995114326477; 0.11372353136539459; 0.7910839319229126]; [0.6875846982002258; 0.05129774659872055; 0.6589870452880859]; [0.6874159574508667; 0.03870953619480133; 0.565085232257843]; [0.6522036790847778; 0.028311945497989655; 0.7162362337112427]]],
Electricity,2210,CNN,0.1,11,FGSM,0.33854061365127563,0.4533185362815857,0.4549596309661865,0.11641901731491089,0.11477792263031006,0.015409260988235474,0.1055775135755539,0.002629518508911133,[0.057833604514598846; 0.15409256517887115; 0.05201742798089981],[[[0.68634432554245; 0.03528197482228279; 0.07589185982942581]; [0.7077298760414124; -0.0154092563316226; 0.10029714554548264]; [0.6383295059204102; 0.16950182616710663; 0.12739595770835876]; [0.6505981683731079; 0.05088396742939949; 0.13831277191638947]]],
